address,amount0,amount1,amount2,amount3,amount4,amount5
0xecbce1d80ed387687ea7c647092fc489e42fa96f,0,0,1492681,4478045,0,0
0x9da415ba85b83f0fae41594575eb08022cc1e6eb,0,0,1483566,4450698,0,0
0xfc2ca25d75e3ed58ab7005f7bc789947c0535b46,0,0,1453824,4361472,0,0
0x031b081e212d0e295291b4f34fc0dd7d84880bab,0,0,1447364,4342094,0,0
0x4930b80a22a5db5eaebbf8890ad0e25889e9efbf,0,0,1429248,4287746,0,0
0x5fdfcca81347bf125eba69155f2f530d5abd5d4f,0,0,1421488,4264464,0,0
0x1fc6d26b032483bae5187535378d07e7809da509,0,0,1415435,4246305,0,0
0xfcac09e2f6ce846166dd89edceb3c4147c834227,0,0,1410794,4232382,0,0
0x184a766ae6aaf29271c4d2ce2409091fe5775d6a,0,0,1398170,4194511,0,0
0xe242915d6a80afa4e3d3388ab237f5e051af0030,0,0,1378287,4134862,0,0
0x125647e5f06f49f25caec6eb41b9a3c40059e90a,0,0,1370265,4110797,0,0
0xfda2797ff010e3b53f303bdc59e861d2d08cef8e,0,0,1358262,4074786,0,0
0x57e106297cfb51e9a7be72daff94b0e841df1da4,0,0,1335142,4005428,0,0
0x2effd1f676c4830c5b9c726d5a77c50fe02210c6,0,0,1327059,3981179,0,0
0xb2efdb77792b342deb2aab40c5e6504b967eb042,0,0,1305068,3915204,0,0
0x4837042ca6d64a1911d5675289b60f9ca8a1a41e,0,0,1298600,3895802,0,0
0x9845968b2ec3b46757304574ea1a99b99bfcaf55,0,0,1298395,3895186,0,0
0x5c7c20cb5a49723e9874eebbfff87f90c018aaf0,0,0,1294253,3882760,0,0
0xf394428601b2c74bde8c066b826070d4115d1692,0,0,1293502,3880507,0,0
0x02e0d4f3145444c96fe3901112105be95d4f3f9b,0,0,1293492,3880477,0,0
0x2bf356f9ef5ee5191fc992d251277118c75812d9,0,0,1293437,3880313,0,0
0xc8db99fb1492b99459e937186cee04d2f98a501b,0,0,1293437,3880313,0,0
0x5058ac33ad7647e3a1caa760dbc33c423d31dfc4,0,0,1293437,3880313,0,0
0xde958ec0ff1a133b66f17869dbb8a9bd481902c3,0,0,1293437,3880313,0,0
0x545d3998933b79ae9d9ba6addda8fa5d0e54127f,0,0,1293437,3880313,0,0
0xfd87fdeca2c0fb2b51d8973f5773f0590b6ba3c6,0,0,1293437,3880313,0,0
0xa63b0c03ae948c3a72b1636fb2f3d680efbfe64f,0,0,1293437,3880313,0,0
0x16d7b2595a7cb9f03abe039c732467b9a7cf891d,0,0,1292675,3878027,0,0
0x495e07dc070e1e61833cbd5a8bfbc578104b51b4,0,0,1292156,3876468,0,0
0xfc607c433216daa6bde7155117144edd5a3edb48,0,0,1292144,3876433,0,0
0xac68cdedb3a27ac483dc1666ffc6e19def6c7277,0,0,1292144,3876433,0,0
0xc176eedbec8e5ecd391f2342e5f92d18eb667ad9,0,0,1292144,3876433,0,0
0x54342d12395ea6bbba174241df0dc3d2b49bb23d,0,0,1292144,3876433,0,0
0xac57754d3312348f5bf8d719bb99b98a9c352e98,0,0,1292144,3876433,0,0
0xc13c1d6454d05525d0f2adc52b6bb827d3afd09b,0,0,1292144,3876433,0,0
0x6fcf6fa22ce033196543edd6102edfca7366fa06,0,0,1292144,3876433,0,0
0x6fbb27fde5e0c1b624294236e0ed0c05f2553af9,0,0,1292144,3876433,0,0
0x13f6366835a6e626dcac1735e2ea90f8c8ab16b7,0,0,1290677,3872032,0,0
0xdb468c5413f248f4c0eb84caf04a1361ee96b9f8,0,0,1279824,3839473,0,0
0x4ba57074321818ee4c8f89d782bd68e744368759,0,0,1271966,3815900,0,0
0xdd80050341d0a66a10ea6967d89132efd67098fe,0,0,1269721,3809164,0,0
0xd52a03d1060bcef9f15836d990dad549740fd326,0,0,1268862,3806587,0,0
0x58c3D0d396BBa480654a4001f7b3876FdB7e0058,0,0,1261441,3784325,0,0
0xee33e09ae46d84587a8a89bb7a74e70f8961058b,0,0,1256448,3769344,0,0
0xb86c825e1283daec8f2d27bf2385570169da70d9,0,0,1254529,3763588,0,0
0x0aaae4a6df8e29dc25c35274c5ceefdbf735aaba,0,0,1238711,3716135,0,0
0x847eefc9b843308f6f6f629ca1700843f87526fc,0,0,1231499,3694499,0,0
0x237678b07107bcbc4d84259338a2092b7d403f7f,0,0,1227025,3681076,0,0
0x8bc462a0807d3746e9535426eb45743703d0ad30,0,0,1214538,3643614,0,0
0x6a55330684cf183b04eb45bf73cdf3a8c4288a89,0,0,1209683,3629050,0,0
0x0b07737c761e3496ca0de7848b061d954991f5bd,0,0,1198758,3596274,0,0
0xf0bfd81381a67898174f75586d55e8d326d19629,0,0,1198240,3594722,0,0
